id,title,description,size
423011,Ponte Salario,"The Ponte Salario is a Medieval bridge with Roman origins. It is located at the point where the Via Salaria crosses the Anio, about 3 km north of the Colline Gate.",0
423012,Portus,"The great ancient maritime port of Rome, located on the right-hand bank of the Tiber river.",7
423013,Praeneste,"An ancient city of central Italy, the eighth and seventh century B.C. origins of which demonstrate high-level trade contact with the Eastern Mediterranean world. The city withdrew from the Latin League (499 B.C.) and opposed Rome in the Latin war; Cincinnatus eventually subdued Praeneste. Sulla founded a new colony there in the first century B.C.",4
423014,Prati Fiscali,"An ancient place, cited: BAtlas 43 C2 Prati Fiscali",1
423015,Prima Porta,"An ancient place, cited: BAtlas 43 B1 Prima Porta",0
423016,Priscilla,"A Christian catacomb within an ancient quarry on the Via Salaria that was in use from the second until the fourth centuries AD. The Catacomb of Priscilla was likely named for Priscilla, a member of the gens Acilia, and contains the oldest known Marian painting (third century AD).",2
423018,Quadraro,"A Roman villa near the line of the Aqua Claudia located in the modern Via del Quadraro. The villa is dated to the first century B.C. or first century A.D. Following remodelling in the third century, the villa's occupation ends in the fourth century.",0
423019,Quintilii,A suburban villa built by Sextus Quintilius Maximus and Sextus Quintilius Condianus (consuls in A.D. 151).,2
423020,Quintilio Varo,A villa located near the sanctuary of Madonna di Quintiliolo (Tivoli) that is traditionally associated with Quintilius Varus. The remains of the basis villae may date as early as the third century B.C.,1
423022,Redicolo,"The Tomb of Annia Regilla (vix. A.D. 125-160), the wife of Herodes Atticus. The tomb is also erroneously known as the ""Temple of the God Rediculum"" and was used in the Middle Ages as a hay barn.",0
423023,Regillus? L.,"An ancient lake in Latium that was the site of a Roman military victory in 496 BC; the precise location of the lake cannot be determined, although some scholars place its location at Pantano Secco near Frascati, Italy.",0
423024,"Robigo?, T.","The sanctuary of the god Robigus, located at the sixth mile of the Via Cassia. The Romans celebrated the festival of Robigalia on 25 April.",1
423025,Roma,The capital of the Roman Republic and Empire.,301
423026,La Rustica,La Rustica was a Latin site located along the Via Collatina.,1
423028,Sabina,The one-time territory of the ancient Sabine people of central Italy.,1
423029,Sacer Mons,"Sacer Mons is a hill on the banks of the Anio river and is connected, traditionally, with the episode of the secession of the Roman plebs of 494 BC.",2
423030,Sacro Speco,"An ancient place, cited: BAtlas 43 E2 Sacro Speco",0
423031,Salinae,Salt pans located to the east of Ostia and to the north-east of Portus around the Tiber river estuary.,4
423032,Salone,"An ancient place, cited: BAtlas 43 C2 Salone",0
423033,S. Agapito,"An ancient place, cited: BAtlas 43 D2 S. Agapito",0
423034,S. Agata,"An ancient place, cited: BAtlas 43 B2 S. Agata",0
423035,S. Agnese,"A titular church on the Via Nomentana, S. Agnese houses the remains of the eponymous saint. The present church was built by Pope Honorius I in the seventh century AD, on the site of a fourth century basilica built by Constantine I.",2
423036,S. Alessandro,The basilica and catacombs of S. Alessandro are located at the seventh milestone of the Via Nomentana.,1
423037,S. Antonio,"An ancient place, cited: BAtlas 43 D2 S. Antonio",0
423038,S. Callisto,A large catacomb on the Via Appia south of Rome notable especially for its so-called 'Crypt of the Popes'. The catacomb covers approximately 15 hectares.,2
423039,S. Carlo,"An ancient place, cited: BAtlas 43 D2 S. Carlo",0
423040,S. Cesareo,"An ancient place, cited: BAtlas 43 C2 S. Cesareo",0
423041,S. Clemens,"An ancient place, cited: BAtlas 43 E2 S. Clemens",0
423042,S. Ermete,"S. Ermete is the site of a Paleochristian basilica and catacomb; the catacombs are also referred to as the Catacombs of Bassilla, and both names occur in the documentary sources. ",2
423043,S. Felicita,"An ancient place, cited: BAtlas 43 B2 S. Felicita",0
423045,S. Ippolito,"An ancient place, cited: BAtlas 43 C2 S. Ippolito",0
423046,S. Laurentius,The Papal Basilica of Saint Lawrence outside the Walls (Basilica Papale di San Lorenzo fuori le Mura) is one of the Seven Pilgrim Churches of Rome. The basilica serves as the shrine and tomb dedicated to Saint Lawrence and its earliest phases likely belong to the fourth century AD.,1
423047,S. Lidano,"The so-called ""Archi di San Lidano"" are the remains of a Roman stone bridge in the Pontine plain, near the modern locality of Sezze Scalo. The bridge likely dates originally to the second century B.C.",1
423048,SS. Marcellino e Pietro,"The church of Saints Marcellinus and Peter is a Roman Catholic church located on the Via Merulana in Rome. Pope Siricius built the original church in the fourth century A.D., close to the catacombs of Marcellinus and Peter. The relics of the saints were deposited in the church in 1256.",3
423049,S. Maria di Galeria,"An ancient place, cited: BAtlas 43 B1 S. Maria di Galeria",1
423050,S. Martino,"An ancient place, cited: BAtlas 43 D2 S. Martino",0
423051,S. Passera,"S. Passera is a Christian church on the Tiber river in Rome, opposite the Basilica of Saint Paul Outside the Walls. The current church dates to the ninth century and incorporated the remains of a Roman tomb. The church is traditionally connected to a community of local miners.",2
423052,S. Paulus,"One of Rome's four major papal basilicae, S. Paulus was founded by Constantine I in the early fourth century A.D. and expanded by Valentinian I in the 370s.",2
423053,S. Petrus,"The Basilica of St. Peter in Vatican City; currently a Renaissance edifice standing on the site of Old St. Peter's Basilica, a church built by Constantine I between AD 319 and 333. The holy site is located on the Mons Vaticanus in connection with the purported site of the burial of the Christian Saint Peter. (cited: BAtlas 43 B2 S. Petrus)",1
423054,S. Rufina,"An ancient place, cited: BAtlas 43 B2 S. Rufina",0
423055,S. Scholastica,A convent founded within the area of the Villa Neronis (BAtlas 43 E2 S. Scholastica),1
423056,S. Sebastianus,S. Sebastianus (San Sebastiano fuori le mura) is a Christian basilica outside the walls of Rome; the earliest phase belongs to the fourth century AD.,1
423057,S. Sinforosa,"An ancient place, cited: BAtlas 43 C2 S. Sinforosa",1
423058,S. Valentino,A Christian catacomb along the Via Flaminia dedicated to S. Valentino.,2
423059,S. Vincenzo,"An ancient place, cited: BAtlas 43 D1 S. Vincenzo",0
423060,Satricum,"An ancient settlement on the right bank of the river Astura, Satricum has a mixed heritage of Latins and Volscians. In 499 B.C. Satricum was a member of the Latin League, but was under Volscian control in 488 B.C. The site is noted for its sanctuary of Mater Matuta.",2
423061,Saxa Rubra,Saxa Rubra (modern Grottarossa) is the name of a road station on the Via Flaminia nine Roman miles from the center of ancient Rome. It was at Saxa Rubra that Constantine I defeated Maxentius in A.D. 312.,2
423062,Scalzacane,"An ancient place, cited: BAtlas 43 D2 Scalzacane",0
423063,Sep. C. Maenius Bassus,"An ancient place, cited: BAtlas 43 D1 Sep. C. Maenius Bassus",0
423064,Mausoleum of Caecilia Metella,"A tomb on the Via Appia south of Rome belonging to Caecilia Metella, a daughter of Metellus Creticus. She was born ca. 100 BC. In 1303 the tomb was incorporated into the Castrum Caetani, serving as the main tower of the fortification.",3
423065,Sep. Geta,"A Roman tomb along the Via Appia that is traditionally believed to be that of Publius Septimius Geta, the younger son of Septimius Severus.",2
423066,Sep. Plautii,The Mausoleum of Plautii dates to the first century B.C.,0
423067,Serrone di Bove,"The small hill known as ""Il Poggio di Serrone di Bove"" is located in the hinterland of ancient Norba and was the site of settlement activity. Architectural remains on the site include those of a polygonal masonry substruction or platform as well as an ancient roadway.",1
423068,Setia,A Volscian settlement of the fifth century B.C. that became a Latin colony in 382 B.C.,3
423069,Sette Bassi,"A large, suburban villa complex on the Via Tuscolana. The villa was in use from the reign of Antoninus Pius until the fourth century A.D.",2
423070,Settebagni,"An ancient place, cited: BAtlas 43 C2 Settebagni",1
423071,Settecamini,"An ancient place, cited: BAtlas 43 C2 Settecamini",1
423072,Signia,A city of Latium Adjectum established as a Latin colony ca. 494 B.C.,3
423073,Simbruina Stagna,A series of three artificial lakes created along the river Anio.,3
423075,Solforata,At Solforata along the Via Ardeatina activity related to the extraction of sulfur has been identified.,3
423076,La Storta,A station on the Via Cassia attested in an inscription dated to A.D. 379-383.,3
423077,Sublanuvio,"An ancient place, cited: BAtlas 43 C3 Sublanuvio",2
423078,Sublaqueum,"An ancient settlement, located at modern Subiaco in Italy, Sublaqueum was located in the territory of the Aequi that was annexed by Rome in 304 B.C.",2
423080,Tiberis (river),"The Tiber river is the third-longest river of the Italian peninsula, flowing 406 km (252 mi) from the Apennine Mountains to the Tyrrhenian Sea.",36
423081,Tibur,"A Sabine town, 30 km east-north-east of Rome, Tibur was the seat of the Tiburtine Sibyl.",16
423083,Tomba degli Orazi e Curiazi,A Roman tomb near Albano Laziale connected in tradition with the story of the contest between the Horatii and Curiatii.,1
423084,Tomba di Marco Plauzio Lucano,"An ancient place, cited: BAtlas 43 C2 Tomba di Marco Plauzio Lucano",0
423085,Tomb of Vibius Marianus,"An imperial Roman tomb of Publius Vibius Marianus, erroneously identified as the Tomba di Nerone (Tomb of Nero) by G. B. Piranesi.",2
423086,Il Tondo,"An ancient place, cited: BAtlas 43 D2 Il Tondo",0
423087,Tor Angela,"An ancient place, cited: BAtlas 43 C2 Tor Angela",1
423088,Tor de’ Cenci,"An ancient place, cited: BAtlas 43 B2 Tor de’ Cenci",0
423089,Tor Marancia,"The modern toponym Tor Marancia is claimed to derive from the Praedium Amaranthianus, a villa belonging to the second-century A.D. freedman Amaranthus.",2
423090,Tor Paterno,"An ancient place, cited: BAtlas 43 B3 Tor Paterno",0
423091,Torraccia dell’Inviolata,"A Roman tomb, known as the Torraccia dell’Inviolata. This tomb has a cruciform plan that is inscribed within a circular structure. Based on masonry techniques the tomb dates to the later first or second century.",0
423092,Il Torraccio,"An ancient place, cited: BAtlas 43 B2 Il Torraccio",1
423093,Il Torraccio,A circular mausoleum dating to the Late Republican period along the Via Praenestina.,1
423094,Il Torraccio,"The so-called ""Il Torraccio (1)"" is the cement core of a Roman tomb located at the twelfth milestone of the Via Appia Nuova, on the left side.",1
423095,Torre Caldara,"An ancient place, cited: BAtlas 43 C4 Torre Caldara",0
423096,Torre del Monumento,"An ancient place, cited: BAtlas 43 C4 Torre del Monumento",0
423097,Torre del Padiglione,"An ancient place, cited: BAtlas 43 C3 Torre del Padiglione",0
423098,Torre di Palidoro,A coastal Roman villa that is succeeded by a Medieval coastal tower.,0
423099,Torre Pascolaro (settlement),A Final Bronze Age settlement of four to five hectares in South Etruria.,1
423100,Torre S. Angelo,"An ancient place, cited: BAtlas 43 D2 Torre S. Angelo",0
423101,Torre Sessano,"An ancient place, cited: BAtlas 43 D3 Torre Sessano",0
423102,Il Torrino,An Iron Age settlement in Latium.,0
423103,Trebula Suffenas,An ancient Sabine city.,0
423104,Tredici Altari,"A Latin federal sanctuary at Lavinium, consisting of a series of altars that range in date from the sixth to the second century BC and a sacred site (or heroon) connected with the hero Aeneas.",1
423105,Trerus/Tolerus (river),A river of central Italy and a right tributary of the Liris.,3
423106,Tres Tabernae,A statio at the point where the Via Appia crosses the Via Ninfina.,1
423107,Troia?,"An ancient place, cited: BAtlas 43 B3 Troia?",0
423108,Tusculum,"Tusculum was a Latin city of the Alban Hills in central Italy. After 381 BC Tusculum became the first ""municipium cum suffragio"".",5
423113,Valerio Messala Corvino,"An ancient place, cited: BAtlas 43 C2 Valerio Messala Corvino",0
423114,Valvisciolo,"An Iron Age settlement and necropolis located in the Monti Lepini near the abbey of Valvisciolo, characterized by polygonal masonry terrace walls. While the ancient name of the site is unknown, various proposals have been raised, including Sulmo (Savignoni, Mengarelli) and Pometia (Ogilvie). The settlement corresponds to the Latial II B phase and occupation ends ca. the late sixth century B.C.",1
423115,Varia,Varia (modern Vicovaro) was a settlement of the Sabines.,1
423116,Veii,"An important city of South Etruria located north-northwest of Rome, Veii was eventually sacked by the Romans in 396 B.C. The ancient city covered some 180 ha.",14
423117,Velitrae,"Velitrae (modern Velletri) was an ancient Volscian settlement. In the Roman Republican period, Velitrae was attacked by Marcus Furius Camillus (379 B.C.) and again by Cincinnatus (377 B.C.); the Romans controlled the site by 365 B.C. The gens Octavia hailed from the city and a youthful Octavian spent time there.",1
807514119,Agora of Athens,The marketplace of the ancient city of Athens in Greece.,4
649966334,Stoa of Zeus (Eleutherios),"The Stoa of Zeus Eleutherios was built on the west side of the Agora of Athens between 430-425 BC, in honor of Zeus ""of Freedom""; the stoa, Doric in its external order, housed the shields of Athenians who had died fighting for the city.",2
649966335,Theater of Dionysus Eleuthereus,Theatre on the south slope of the Acropolis in Athens.,1
642665249,Caerleon Roman amphitheatre,Amphitheatre of the legionary fortress at Caerleon,1
219478548,Altar of Hieron II,"A monumental altar built around the third century B.C. that was probably dedicated to Zeus Eleutherios. Remains of the altar are located in the archaeological area of Neapolis in Syracuse, Sicily. ",1
715252914,Sanctuary of Monte Sant'Angelo,"A Catholic sanctuary on Mount Gargano, in northern Apulia, Italy. Listed as a UNESCO World Heritage Site in 2011.",1
59677979,Santa Sofia,"A Longobard church in Benevento, Italy, listed as a UNESCO World Heritage Site in 2011.",1
459393126,Tchogha Zanbil,An ancient Elamite complex founded ca. 1250 BC by the king Untash-Napirisha. Tchogha Zanbil was added to the UNESCO World Heritage List in 1979.,0
979775194,House of Meleager,"The so-called ""House of Meleager"" (VI.9.2) is a domus in Pompeii of the ""Samnite"" type that was excavated first in 1829, then again in 1836 and 1966. The interior boasts rich painted decoration corresponding to Mau's first, third, and fourth styles.",2
730120528,Thodasa,"An unlocated community which was close to, and eventually entered into sympolitiea with, Kildara. ",2
91371094,Banbhore,Banbhore is located 65 km east of Karachi. Its sequence of occupation stretches from the first century BC to the thirteenth century AD.,0
458819047,Great Dam of Ma'rib,The Great Dam of Ma'rib dates originally to the eighth century BC and was connected with the Sabaean and Himyarite kingdoms around Ma'rib.,1
642990135,Temple of Zeus Lepsinos at Euromus,The Temple of Zeus Lepsinos at Euromus is located southeast of the ancient settlement. The well-preserved Corinthian temple dates to the reign of Hadrian.,1
578501279,Via Triumphalis necropolis,A segment of an imperial necropolis preserved along a portion of a consular road on the Vatican Hill. The Via Triumphalis necropolis was uncovered during the construction of a parking structure in the Via del Pellegrino.,3
515280820,Monjukli Depe,"Village in southern Turkmenistan located near the Altyn Depe site, inhabited in the late Neolithic and Aeneolithic periods. The finds at the site have been dated from 6200-4350 BCE, with a hiatus in settlement from 5600-4800 BCE.",0
369692199,Libraries' Courtyard at Hadrian's Villa,"The Libraries' Courtyard belongs to the republican period and is one of the most ancient gardens at Hadrian's Villa. It is enclosed in a large peristyle 48 m wide, 72 m long, and is located at the northern end of Villa Adriana.",1
735295266,Ionian League,"An Ancient Greek confederation originally formed in the sixth century BCE by twelve Ionian cities, with religious festivals celebrated at Panionia. ",13
572048102,Sikani,A town mentioned in Neo-Assyrian sources that is generally identified with Tell Fekheriye (Tell Faḫārīya).,0
135544311,Til-Tūri,A town mentioned in Neo-Assyrian sources that has been identified with Tell Tūrin and Thiltauri of the Tabula Pentingeriana.,0
432394421,"Porte de France, Nemausus",A first century B.C. city gate of ancient Nemausus.,1
427224440,Erroneous Duplicate: Al-Hijr (Madâin Sâlih),This place was published as an unintended duplicate of https://pleiades.stoa.org/places/814675/.,0
272290638,Scarborough Castle,"The ruins of a medieval castle built ca. A.D. 1135 by William le Gros, Earl of Albemarle. Now an English Heritage site.",1
272290639,Roman signal station at Scarborough,"A Roman signal station dating from ca. A.D. 370. Comprising a ditch, an inner wall with bastions, and a signal tower, it was used until the early fifth century.",1
957515415,Tell Mohammad Diyab,An archaeological site in northeastern Syria inhabited in the Early Dynastic through post-Akkadian period (ca. 2750-1800 BCE). ,0
420811320,Wadi al-Jarf,"Site on the Red Sea Coast in Egypt, used in the Fourth Dynasty as a port for importing turquoise and copper from Sinai. The oldest surviving papyrus from Egypt, dated during the reign of Khufu (26th century BCE), was found at the site.",0
560130183,Byrsa,Walled citadel in Carthage built in the early first millennium BCE. The site was destroyed during the Third Punic War in 146 BCE by the forces of Scipio Aemilianus. The hill became the site of the city's forum in the Roman period.,1
458747378,Theater at Telmessos,The ancient theater at Telmessos (Fethiye) dates to the reign of Augustus.,1
614962220,Büyükkale ,The royal citadel of Hattusa.,1
48167299,Theater at Cyrrus/Hagioupolis,The Roman theater at Cyrrus dates ca. A.D. 100 - 220.,1
48167301,So-called Temple 1 at Hattusa,"Temple 1, also referred to as the ""Great Temple"", is located in the lower city of Hattusa. It dates to the thirteenth century B.C.",1
584305092,Temple of the Severan family,"Near a complex of baths built under Commodus a Severan complex that included a plaza, porticoes, and a temple dedicated to the Severan family was added.",1
695803524,Macellum of Sagalassos,The Roman Macellum of Sagalassos.,1
132543925,Roman theater at Italica,"The Roman theater at Italica could accommodate 3,000 spectators. It predates the Hadrianic rebuilding of the city.",1
503121452,Maiden Tower (Baku),"A twelfth-century monument in the Old City, Baku, Azerbaijan.",1
122572945,Lyceum,The seat of Aristotle's Peripatetic school of philosophy at Athens founded in 335/4 B.C. The Lyceum was destroyed by Sulla in 86 B.C.,1
122572946,Walls of Caerwent (Venta Silurum),"The city walls of Venta Silurum (modern Caerwent) are among the best-preserved Roman period city walls in Britain. The walls were constructed around the 3rd century CE, augmenting an earlier earthwork defense system, with external towers added in the mid 4th century. ",1
448979857,Porte Noire (Besançon),A Gallo-Roman triumphal arch dedicated to Marcus Aurelius.,1
484576343,Jewry Wall,"The so-called ""Jewry Wall"" is a substantial segment of surviving Roman masonry at Ratae.",1
735520831,Aldborough Studforth Hill,Archaeological remains at 'Aldborough Studforth Hill' site may be the location of possible Roman amphitheater.,1
735520833,Cardiff Castle,Cardiff Castle incorporates remains of the antecedent Roman fort.,1
383321670,Roman temple of Vic,The Roman temple of Vic dates to the second century A.D.,1
760907719,Teatro Romano de Regina,"The Roman theater at Regina, now Badajoz, Spain.",1
601030061,Eastern theater at Laodicea ad Lycum,"Digitized by hand in Google Earth in July 2012 at an eye altitude of 683m. Dates are general for the settlement, following Foss and Mitchell in BAtlas 65.",1
113035707,Verulamium Roman theater,"The Roman Theatre at Verulamium, St. Albans was begun around the middle of the second century and continues in use until the fourth century.",1
236385,Briteiros,The Citânia de Briteiros is an archaeological site of the Castro culture located in the northwestern part of the Iberian Peninsula.,1
236387,Brittablo,"An ancient place, cited: BAtlas 24 H4 Brittablo",0
236388,Burbida/Bonisana,"An ancient place, cited: BAtlas 24 C2 Burbida/Bonisana",1
236390,Cabanca (Castro de),"An ancient place, cited: BAtlas 24 D3 Cabanca (Castro de)",0
236391,Cabeço de Mua,"An ancient place, cited: BAtlas 24 E3 Cabeço de Mua",0
236392,Cabeza de S. Pedro,"An ancient place, cited: BAtlas 24 E3 Cabeza de S. Pedro",0
236393,Caelionicco/Coloricum,"An ancient place, cited: BAtlas 24 F4 Caelionicco/Coloricum",1
236395,Caladunum,"An ancient place, cited: BAtlas 24 D3 Caladunum",0
236396,Cale,Cale was the site of an ancient city located at the mouth of the Durius fl. The Roman colony Portus Cale was established there in 136 BC.,2
236397,Caliabriga/Calabria,"An ancient place, cited: BAtlas 24 D3 Caliabriga/Calabria",0
236398,Callaeci Bracari,"The Callaeci Bracari formed part of a large Celtic tribal federation that inhabited Gallaecia, a region roughly corresponding to what is now Galicia (Spain).",1
236399,Callaeci Lucenses,"The Callaeci Lucenses formed part of a large Celtic tribal federation that inhabited Gallaecia, a region roughly corresponding to what is now Galicia (Spain).",1
236400,Callaecia,Callaecia was a Roman province and an early Medieval kingdom in north-west Hispania.,6
236401,Roman villa of Almenara-Puras,"An ancient place, cited: BAtlas 24 G3 La Calzadilla",0
236402,Camala,"An ancient place, cited: BAtlas 24 G2 Camala",0
236403,Cantabri,The Cantabri were an important tribe of the Atlantic coastal region of northern Iberia.,0
236405,Capera,"An ancient place, cited: BAtlas 24 E4 Capera",4
236406,Caranicum,"An ancient place, cited: BAtlas 24 D1 Caranicum",0
236407,Carpetana Iuga,"An ancient place, cited: BAtlas 24 F4 Carpetana Iuga",0
236409,Cárquere,"An ancient place, cited: BAtlas 24 D3 Cárquere",0
236410,Caserío,"An ancient place, cited: BAtlas 24 F4 Caserío",0
236411,Castellum Araocelum,"An ancient place, cited: BAtlas 24 D4 Castellum Araocelum",0
236412,Castellum Aviliobris,"An ancient place, cited: BAtlas 24 C1 Castellum Aviliobris",0
236413,Castellum Meidunium,"An ancient place, cited: BAtlas 24 C2 Castellum Meidunium",0
236414,Castellum Toletum,"An ancient place, cited: BAtlas 24 D2 Castellum Toletum",0
236416,Castrodeza,"An ancient place, cited: BAtlas 24 F3 Castrodeza",0
236417,Castropodame,"An ancient place, cited: BAtlas 24 E2 Castropodame",0
236418,Castro Ventosa,"An ancient place, cited: BAtlas 24 E2 Castro Ventosa",0
236419,Cauca,"An ancient place, cited: BAtlas 24 G3 Cauca",0
236420,El Caurel,"An ancient place, cited: BAtlas 24 D2 El Caurel",0
236421,Celadus (river),The Cávado River.,0
236423,Centro,"An ancient place, cited: BAtlas 24 F4 Centro",0
236424,Centroña,"An ancient place, cited: BAtlas 24 C1 Centroña",0
236425,Centum Celas,"Centum Cellas, also referred to as Centum Cellæ, Centum Celli, or Centum Cœli refers to a Roman villa rustica of the first century A.D., located in the Castelo Branco district of Portugal.",0
236426,Cercado de S. Isidro,"An ancient place, cited: BAtlas 24 G3 Cercado de S. Isidro",0
236427,Cerro de los Almadenes,"An ancient place, cited: BAtlas 24 G4 Cerro de los Almadenes",0
236428,Cibarci,"An ancient place, cited: BAtlas 24 D1 Cibarci",0
236429,Cileni,"An ancient place, cited: BAtlas 24 C2 Cileni",0
236430,Cirro,"An ancient place, cited: BAtlas 24 C2 Cirro",0
236431,*Civitas Aravorum,"An ancient place, cited: BAtlas 24 D4 *Civitas Aravorum",0
236432,*Civitas Baniensium,"An ancient place, cited: BAtlas 24 D3 *Civitas Baniensium",0
236433,Civitas Maggaviensium,"An ancient place, cited: BAtlas 24 G2 Civitas Maggaviensium",0
236434,*Civitas Zoelarum,"An ancient place, cited: BAtlas 24 E3 *Civitas Zoelarum",0
236435,Coaña (El Castelón de),"An ancient place, cited: BAtlas 24 E1 Coaña (El Castelón de)",0
236436,Coelerni,"An ancient place, cited: BAtlas 24 C2 Coelerni",0
236437,Cohors I Celtiberorum,"The encampment of the Cohors I Celtiberorum equitata civium Romanorum, an auxiliary unit of the Roman army.",0
236438,Cohors IV Gallorum,"An ancient place, cited: BAtlas 24 F2 Cohors IV Gallorum",0
236439,Colarni?,"An ancient place, cited: BAtlas 24 D3 Colarni?",0
236441,Comeniaca/Coviacense Castrum,"An ancient place, cited: BAtlas 24 F2 Comeniaca/Coviacense Castrum",0
236442,Compleutica,"An ancient place, cited: BAtlas 24 E3 Compleutica",0
236443,Conimbriga,Conimbriga was a Celtic and Roman settlement in Portugal that was inhabited between the ninth century BC and the seventh century AD.,4
236444,Copori,"An ancient place, cited: BAtlas 24 C2 Copori",0
236445,Corticata (island),"An ancient place, cited: BAtlas 24 C2 Corticata Ins.",0
236446,Coto dos Mouros,"An ancient place, cited: BAtlas 24 C2 Coto dos Mouros",0
236449,Dactionum,"An ancient place, cited: BAtlas 24 D2 Dactionum",0
236450,Deobrigula,"An ancient place, cited: BAtlas 24 H2 Deobrigula",0
236451,Dessobriga,"An ancient place, cited: BAtlas 24 G2 Dessobriga",0
236452,Devales? (river),"An ancient place, cited: BAtlas 24 G1 Devales? fl.",0
236453,Ducanaris? (river),"An ancient place, cited: BAtlas 24 D1 Ducanaris? fl.",0
236454,Dumium,"An ancient place, cited: BAtlas 24 C3 Dumium",0
236455,Durius (river),The Douro (or Duero) river is the third longest river of the Iberian Peninsula behind the Tagus and Ebro.,4
236457,Egivarri Namarini,"An ancient people, tribe, or cultural group. Located: W Asturias.",0
236458,Elbocoris,"An ancient place, cited: BAtlas 24 D4 Elbocoris",1
236459,Eldana,"An ancient place, cited: BAtlas 24 E3 Eldana",0
236460,Eletus (river),"An ancient place, cited: BAtlas 24 E4 Eletus fl.",0
236461,Elviña (Castro de),"An ancient place, cited: BAtlas 24 C1 Elviña (Castro de)",0
236462,Equosera,"An ancient place, cited: BAtlas 24 F2 Equosera",0
236464,Flavionavia,"An ancient place, cited: BAtlas 24 E1 Flavionavia",0
236465,(Flavium) Brigantium/Portus Magnus?,"An ancient place, cited: BAtlas 24 C1 (Flavium) Brigantium/Portus Magnus?",0
236466,Fonte do Milho,"An ancient place, cited: BAtlas 24 D3 Fonte do Milho",0
236467,França,"An ancient place, cited: BAtlas 24 E3 França",0
236468,Forum Limicorum,"An ancient place, cited: BAtlas 24 D2 Forum Limicorum",0
236469,*Forum Gigurrorum,"An ancient place, cited: BAtlas 24 D2 *Forum Gigurrorum",0
236472,Gella/Tela,"An ancient place, cited: BAtlas 24 G3 Gella/Tela",0
236473,Gemestarium,"An ancient place, cited: BAtlas 24 E2 Gemestarium",0
236474,Geminae,"An ancient place, cited: BAtlas 24 D2 Geminae",0
236475,Gigia,"An ancient place, cited: BAtlas 24 F1 Gigia",3
236476,Glandimirum,"An ancient place, cited: BAtlas 24 C2 Glandimirum",1
236477,Grovii,"An ancient place, cited: BAtlas 24 C2 Grovii",0
236479,Helleni,"An ancient place, cited: BAtlas 24 C2 Helleni",0
236480,Herminius (mountain),Herminius M. (the Serra da Estrela mountains of modern Portugal),0
236483,Iadovi,"An ancient place, cited: BAtlas 24 D1 Iadovi",0
236485,Ibollo,"An ancient place, cited: BAtlas 24 E1 Ibollo",0
236486,Interamici?,"An ancient place, cited: BAtlas 24 D3 Interamici?",0
236487,Interamnium,"An ancient place, cited: BAtlas 24 F2 Interamnium",0
236488,Interamnium Flavium,"An ancient place, cited: BAtlas 24 E2 Interamnium Flavium",0
236489,Interannienses?,"An ancient place, cited: BAtlas 24 D4 Interannienses?",0
236490,Intercatia,"An ancient place, cited: BAtlas 24 F3 Intercatia",1
236491,Iria Flavia,"An ancient place, cited: BAtlas 24 C2 Iria Flavia",0
236492,Iuga Asturum,"An ancient place, cited: BAtlas 24 E2 Iuga Asturum",0
236493,Iuliobriga,"An ancient place, cited: BAtlas 24 G2 Iuliobriga",0
236495,Jales,"An ancient place, cited: BAtlas 24 D3 Jales",0
236497,Kamarika,"An ancient place, cited: BAtlas 24 G2 Kamarika",0
236498,Koiliobriga,"An ancient place, cited: BAtlas 24 D2 Koiliobriga",0
236499,Koniskoi,"An ancient place, cited: BAtlas 24 H2 Koniskoi",0
236501,Lacobriga,"An ancient place, cited: BAtlas 24 G2 Lacobriga",0
236502,Laeros (river),"An ancient place, cited: BAtlas 24 C2 Laeros fl.",0
236504,*Lamecum,"An ancient place, cited: BAtlas 24 D3 *Lamecum",0
236505,Lancia/Lance,"An ancient place, cited: BAtlas 24 F2 Lancia/Lance",0
236506,Lancienses Oppidani,"An ancient place, cited: BAtlas 24 E4 Lancienses Oppidani",0
236507,Lancienses Transcudani,"An ancient place, cited: BAtlas 24 D4 Lancienses Transcudani",0
236508,Langobriga,"An ancient place, cited: BAtlas 24 C4 Langobriga",1
236509,Lansbrica/Lais,"An ancient place, cited: BAtlas 24 C2 Lansbrica/Lais",0
236510,A Lanzada,"An ancient place, cited: BAtlas 24 C2 A Lanzada",0
236511,Lapatia Korou Akron/Trileukon Pr.,"An ancient place, cited: BAtlas 24 D1 Lapatia Korou Akron/Trileukon Pr.",0
236512,Legio VII Gemina,"An ancient place, cited: BAtlas 24 F2 Legio VII Gemina",1
236513,La Leitosa,"An ancient place, cited: BAtlas 24 E2 La Leitosa",0
236514,Lemavi,"An ancient place, cited: BAtlas 24 D2 Lemavi",0
236515,Leuni?,"An ancient place, cited: BAtlas 24 C3 Leuni?",0
236516,Libyca (river),"An ancient place, cited: BAtlas 24 C1 Libyca fl.",0
236517,Limia,"An ancient place, cited: BAtlas 24 C3 Limia",0
236518,Limia (river),"An ancient place, cited: BAtlas 24 C3 Limia fl.",0
236519,Limici,"An ancient place, cited: BAtlas 24 D2 Limici",0
236520,Longobriga,"An ancient place, cited: BAtlas 24 D4 Longobriga",0
236521,Lougei,"An ancient place, cited: BAtlas 24 D2 Lougei",0
236522,Louviño,"An ancient place, cited: BAtlas 24 D2 Louviño",0
236524,Lucus Asturum,"An ancient place, cited: BAtlas 24 F1 Lucus Asturum",0
